{'股票名称': 'R007', '股票代码': '201001', '价格': '2.48', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R091', '股票代码': '201004', '价格': '4.45', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R182', '股票代码': '201005', '价格': '3.80', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R014', '股票代码': '201002', '价格': '3.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC003', '股票代码': '202003', '价格': '1.80', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R002', '股票代码': '201009', '价格': '1.67', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R004', '股票代码': '201010', '价格': '4.18', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC007', '股票代码': '202007', '价格': '2.20', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R003', '股票代码': '201000', '价格': '2.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'R028', '股票代码': '201003', '价格': '2.30', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R007', '股票代码': '203016', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'RC001', '股票代码': '202001', '价格': '1.98', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R028', '股票代码': '203017', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0504R091', '股票代码': '203018', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0512R028', '股票代码': '203041', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0512R091', '股票代码': '203042', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0603R007', '股票代码': '203052', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': '0603R028', '股票代码': '203053', '价格': '100.00', '升跌': '--', '涨跌幅': '0.00%'}
{'股票名称': 'GC002', '股票代码': '204002', '价格': '2.71', '升跌': '+0.09', '涨跌幅': '+3.43%'}
{'股票名称': 'GC001', '股票代码': '204001', '价格': '2.79', '升跌': '+0.14', '涨跌幅': '+5.49%'}
{'股票名称': 'GC004', '股票代码': '204004', '价格': '2.74', '升跌': '+0.07', '涨跌幅': '+2.62%'}
{'股票名称': 'GC007', '股票代码': '204007', '价格': '2.91', '升跌': '+0.20', '涨跌幅': '+7.38%'}
{'股票名称': 'GC091', '股票代码': '204091', '价格': '3.20', '升跌': '+0.01', '涨跌幅': '+0.47%'}
{'股票名称': 'GC014', '股票代码': '204014', '价格': '2.87', '升跌': '+0.08', '涨跌幅': '+3.05%'}
{'股票名称': 'GC182', '股票代码': '204182', '价格': '2.69', '升跌': '-0.32', '涨跌幅': '-10.63%'}
{'股票名称': '基金金泰', '股票代码': '500001', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金安信', '股票代码': '500003', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金泰和', '股票代码': '500002', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金汉盛', '股票代码': '500005', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金裕阳', '股票代码': '500006', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金兴华', '股票代码': '500008', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': 'GC028', '股票代码': '204028', '价格': '2.85', '升跌': '+0.07', '涨跌幅': '+2.70%'}
{'股票名称': '基金金元', '股票代码': '500010', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金安瑞', '股票代码': '500013', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金景阳', '股票代码': '500007', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金汉兴', '股票代码': '500015', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金裕元', '股票代码': '500016', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金金鑫', '股票代码': '500011', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金金鼎', '股票代码': '500021', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金科讯', '股票代码': '500029', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金兴业', '股票代码': '500028', '价格': '', '升跌': '--', '涨跌幅': '%'}
{'股票名称': '基金通乾', '股票代码': '500038', '价格': '0.94', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.94', '成交额': '--', '成交量': '--', '净值': '0.9515', '折价率': '-1.42'}
{'股票名称': '一带一路B', '股票代码': '502015', '价格': '1.09', '升跌': '-0.02', '涨跌幅': '-1.45%', '最高': '1.10', '最低': '1.06', '今开': '1.07', '昨收': '1.11', '成交额': '2.97万', '成交量': '277手', '净值': '1.0250', '折价率': '6.24'}
{'股票名称': '带路A', '股票代码': '502017', '价格': '0.99', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.99', '成交额': '--', '成交量': '--', '净值': '1.0240', '折价率': '-3.81'}
{'股票名称': '国企改革', '股票代码': '502006', '价格': '0.83', '升跌': '-0.02', '涨跌幅': '-2.24%', '最高': '0.85', '最低': '0.83', '今开': '0.85', '昨收': '0.85', '成交额': '13.85万', '成交量': '1656手', '净值': '0.8367', '折价率': '-0.68'}
{'股票名称': '带路分级', '股票代码': '502016', '价格': '0.95', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.95', '成交额': '--', '成交量': '--', '净值': '0.9330', '折价率': '1.82'}
{'股票名称': '国金50', '股票代码': '502020', '价格': '0.86', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.86', '成交额': '--', '成交量': '--', '净值': '0.8540', '折价率': '1.05'}
{'股票名称': '一带一路A', '股票代码': '502014', '价格': '0.96', '升跌': '--', '涨跌幅': '0.00%', '最高': '0.96', '最低': '0.96', '今开': '0.96', '昨收': '0.96', '成交额': '5.28万', '成交量': '550手', '净值': '1.0050', '折价率': '-4.48'}
{'股票名称': '证券B', '股票代码': '502012', '价格': '0.71', '升跌': '-0.07', '涨跌幅': '-8.97%', '最高': '0.78', '最低': '0.71', '今开': '0.77', '昨收': '0.78', '成交额': '374.77万', '成交量': '5.00万手', '净值': '0.6615', '折价率': '7.33'}
{'股票名称': '国金50A', '股票代码': '502021', '价格': '1.00', '升跌': '--', '涨跌幅': '0.00%', '最高': '1.00', '最低': '1.00', '今开': '1.00', '昨收': '1.00', '成交额': '4.40万', '成交量': '439手', '净值': '1.0470', '折价率': '-4.30'}
{'股票名称': '钢铁A', '股票代码': '502024', '价格': '0.97', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.97', '成交额': '--', '成交量': '--', '净值': '1.0100', '折价率': '-3.56'}
{'股票名称': '钢铁B', '股票代码': '502025', '价格': '0.77', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.77', '成交额': '--', '成交量': '--', '净值': '0.5440', '折价率': '42.46'}
{'股票名称': '新丝路', '股票代码': '502026', '价格': '0.71', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.71', '成交额': '--', '成交量': '--', '净值': '1.0000', '折价率': '-28.80'}
{'股票名称': '易基军工A', '股票代码': '502004', '价格': '0.95', '升跌': '0.00', '涨跌幅': '-0.11%', '最高': '0.95', '最低': '0.95', '今开': '0.95', '昨收': '0.95', '成交额': '1.90万', '成交量': '200手', '净值': '1.0043', '折价率': '-5.41'}
{'股票名称': '带路B', '股票代码': '502018', '价格': '1.16', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '1.16', '成交额': '--', '成交量': '--', '净值': '0.8450', '折价率': '37.04'}
{'股票名称': '新丝路B', '股票代码': '502028', '价格': '0.68', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.68', '成交额': '--', '成交量': '--', '净值': '1.0000', '折价率': '-32.10'}
{'股票名称': '新丝路A', '股票代码': '502027', '价格': '1.00', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '1.00', '成交额': '--', '成交量': '--', '净值': '1.0000', '折价率': '--'}
{'股票名称': '国金50B', '股票代码': '502022', '价格': '1.15', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '1.15', '成交额': '--', '成交量': '--', '净值': '0.6610', '折价率': '74.58'}
{'股票名称': '高铁B', '股票代码': '502032', '价格': '1.14', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '1.14', '成交额': '--', '成交量': '--', '净值': '1.1320', '折价率': '0.80'}
{'股票名称': '钢铁分级', '股票代码': '502023', '价格': '0.81', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.81', '成交额': '--', '成交量': '--', '净值': '0.7770', '折价率': '4.89'}
{'股票名称': '上50分级', '股票代码': '502040', '价格': '1.00', '升跌': '-0.09', '涨跌幅': '-8.52%', '最高': '1.00', '最低': '1.00', '今开': '1.00', '昨收': '1.09', '成交额': '100', '成交量': '1手', '净值': '1.0210', '折价率': '-2.25'}
{'股票名称': '上50B', '股票代码': '502042', '价格': '1.12', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '1.12', '成交额': '--', '成交量': '--', '净值': '0.9920', '折价率': '12.60'}
{'股票名称': '互联金融', '股票代码': '502036', '价格': '0.73', '升跌': '-0.04', '涨跌幅': '-5.43%', '最高': '0.74', '最低': '0.73', '今开': '0.74', '昨收': '0.77', '成交额': '2.65万', '成交量': '358手', '净值': '0.7345', '折价率': '-0.48'}
{'股票名称': '50分级', '股票代码': '502048', '价格': '0.81', '升跌': '-0.01', '涨跌幅': '-1.58%', '最高': '0.82', '最低': '0.81', '今开': '0.82', '昨收': '0.82', '成交额': '95.79万', '成交量': '1.17万手', '净值': '0.8133', '折价率': '-0.53'}
{'股票名称': '上50A', '股票代码': '502041', '价格': '1.05', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '1.05', '成交额': '--', '成交量': '--', '净值': '1.0490', '折价率': '0.00'}
{'股票名称': '高铁A', '股票代码': '502031', '价格': '0.94', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.94', '成交额': '--', '成交量': '--', '净值': '1.0040', '折价率': '-6.77'}
{'股票名称': '上证50A', '股票代码': '502049', '价格': '0.99', '升跌': '0.00', '涨跌幅': '+0.10%', '最高': '0.99', '最低': '0.98', '今开': '0.98', '昨收': '0.98', '成交额': '1115.57万', '成交量': '11.34万手', '净值': '1.0383', '折价率': '-5.13'}
{'股票名称': '券商A', '股票代码': '502054', '价格': '0.96', '升跌': '--', '涨跌幅': '0.00%', '最高': '0.96', '最低': '0.96', '今开': '0.96', '昨收': '0.96', '成交额': '5.22万', '成交量': '544手', '净值': '1.0100', '折价率': '-4.55'}
{'股票名称': '券商分级', '股票代码': '502053', '价格': '1.12', '升跌': '-0.03', '涨跌幅': '-2.70%', '最高': '1.12', '最低': '1.12', '今开': '1.12', '昨收': '1.15', '成交额': '5927', '成交量': '53手', '净值': '1.0950', '折价率': '2.10'}
{'股票名称': '网金B', '股票代码': '502038', '价格': '0.95', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.95', '成交额': '--', '成交量': '--', '净值': '0.4173', '折价率': '127.41'}
{'股票名称': '广发医疗分级', '股票代码': '502056', '价格': '0.96', '升跌': '+0.01', '涨跌幅': '+1.16%', '最高': '0.98', '最低': '0.93', '今开': '0.94', '昨收': '0.95', '成交额': '7037', '成交量': '74手', '净值': '0.9250', '折价率': '3.89'}
{'股票名称': '治理ETF', '股票代码': '510010', '价格': '0.99', '升跌': '-0.02', '涨跌幅': '-2.36%', '最高': '1.01', '最低': '0.99', '今开': '0.99', '昨收': '1.01', '成交额': '1.74万', '成交量': '175手', '净值': '1.0020', '折价率': '-1.10'}
{'股票名称': '券商B', '股票代码': '502055', '价格': '1.30', '升跌': '-0.11', '涨跌幅': '-7.47%', '最高': '1.38', '最低': '1.26', '今开': '1.30', '昨收': '1.41', '成交额': '16.04万', '成交量': '1244手', '净值': '1.1800', '折价率': '10.25'}
{'股票名称': '嘉实元和', '股票代码': '505888', '价格': '0.93', '升跌': '0.00', '涨跌幅': '-0.22%', '最高': '0.94', '最低': '0.92', '今开': '0.93', '昨收': '0.93', '成交额': '3462.18万', '成交量': '37.32万手', '净值': '1.1546', '折价率': '-19.89'}
{'股票名称': '上证50B', '股票代码': '502050', '价格': '0.63', '升跌': '-0.03', '涨跌幅': '-4.08%', '最高': '0.66', '最低': '0.63', '今开': '0.66', '昨收': '0.66', '成交额': '1210.25万', '成交量': '18.77万手', '净值': '0.5883', '折价率': '7.77'}
{'股票名称': '广发医疗B', '股票代码': '502058', '价格': '0.84', '升跌': '-0.02', '涨跌幅': '-2.33%', '最高': '0.84', '最低': '0.84', '今开': '0.84', '昨收': '0.86', '成交额': '5544', '成交量': '66手', '净值': '0.7983', '折价率': '5.22'}
{'股票名称': '超大ETF', '股票代码': '510020', '价格': '2.46', '升跌': '-0.03', '涨跌幅': '-1.09%', '最高': '2.58', '最低': '2.46', '今开': '2.58', '昨收': '2.49', '成交额': '3.92万', '成交量': '158手', '净值': '2.4497', '折价率': '0.46'}
{'股票名称': '价值ETF', '股票代码': '510030', '价格': '4.59', '升跌': '-0.07', '涨跌幅': '-1.61%', '最高': '4.66', '最低': '4.59', '今开': '4.66', '昨收': '4.66', '成交额': '249.25万', '成交量': '5390手', '净值': '4.5740', '折价率': '0.24'}
{'股票名称': '民企ETF', '股票代码': '510070', '价格': '1.43', '升跌': '+0.02', '涨跌幅': '+1.35%', '最高': '1.43', '最低': '1.41', '今开': '1.41', '昨收': '1.41', '成交额': '12.41万', '成交量': '878手', '净值': '1.4080', '折价率': '1.56'}
{'股票名称': '央企ETF', '股票代码': '510060', '价格': '1.66', '升跌': '-0.03', '涨跌幅': '-2.00%', '最高': '1.72', '最低': '1.66', '今开': '1.68', '昨收': '1.70', '成交额': '24.53万', '成交量': '1463手', '净值': '1.6616', '折价率': '0.20'}
{'股票名称': '50ETF', '股票代码': '510050', '价格': '2.44', '升跌': '-0.04', '涨跌幅': '-1.65%', '最高': '2.49', '最低': '2.44', '今开': '2.48', '昨收': '2.48', '成交额': '18.59亿', '成交量': '755.79万手', '净值': '2.4470', '折价率': '-0.20'}
{'股票名称': '非周ETF', '股票代码': '510120', '价格': '2.34', '升跌': '-0.08', '涨跌幅': '-3.18%', '最高': '2.34', '最低': '2.34', '今开': '2.34', '昨收': '2.42', '成交额': '7.02万', '成交量': '300手', '净值': '2.4200', '折价率': '-3.18'}
{'股票名称': '中盘ETF', '股票代码': '510130', '价格': '3.23', '升跌': '-0.08', '涨跌幅': '-2.48%', '最高': '3.30', '最低': '3.23', '今开': '3.30', '昨收': '3.31', '成交额': '8.51万', '成交量': '261手', '净值': '3.2239', '折价率': '0.13'}
{'股票名称': '小康ETF', '股票代码': '510160', '价格': '0.492', '升跌': '-0.01', '涨跌幅': '-2.19%', '最高': '0.50', '最低': '0.492', '今开': '0.50', '昨收': '0.50', '成交额': '24.54万', '成交量': '4967手', '净值': '0.4919', '折价率': '0.02'}
{'股票名称': '商品ETF', '股票代码': '510170', '价格': '1.56', '升跌': '-0.01', '涨跌幅': '-0.45%', '最高': '1.56', '最低': '1.56', '今开': '1.56', '昨收': '1.57', '成交额': '156', '成交量': '1手', '净值': '1.4880', '折价率': '4.84'}
{'股票名称': '综指ETF', '股票代码': '510210', '价格': '3.09', '升跌': '-0.06', '涨跌幅': '-1.75%', '最高': '3.14', '最低': '3.08', '今开': '3.14', '昨收': '3.14', '成交额': '12.38万', '成交量': '399手', '净值': '3.0830', '折价率': '0.19'}
{'股票名称': '180ETF', '股票代码': '510180', '价格': '2.87', '升跌': '-0.06', '涨跌幅': '-2.08%', '最高': '2.93', '最低': '2.87', '今开': '2.93', '昨收': '2.93', '成交额': '6498.22万', '成交量': '22.49万手', '净值': '2.8771', '折价率': '-0.21'}
{'股票名称': '国企ETF', '股票代码': '510270', '价格': '0.98', '升跌': '+0.01', '涨跌幅': '+1.44%', '最高': '1.00', '最低': '0.97', '今开': '0.98', '昨收': '0.97', '成交额': '1.02万', '成交量': '104手', '净值': '0.9560', '折价率': '2.93'}
{'股票名称': '中小ETF', '股票代码': '510220', '价格': '3.35', '升跌': '-0.04', '涨跌幅': '-1.30%', '最高': '3.40', '最低': '3.30', '今开': '3.39', '昨收': '3.39', '成交额': '26.67万', '成交量': '797手', '净值': '3.3186', '折价率': '0.92'}
{'股票名称': '金融ETF', '股票代码': '510230', '价格': '5.58', '升跌': '-0.09', '涨跌幅': '-1.54%', '最高': '5.68', '最低': '5.57', '今开': '5.65', '昨收': '5.66', '成交额': '616.55万', '成交量': '1.10万手', '净值': '5.5721', '折价率': '0.09'}
{'股票名称': '龙头ETF', '股票代码': '510190', '价格': '2.84', '升跌': '-0.05', '涨跌幅': '-1.73%', '最高': '2.89', '最低': '2.79', '今开': '2.79', '昨收': '2.89', '成交额': '4.86万', '成交量': '172手', '净值': '2.8740', '折价率': '-1.32'}
{'股票名称': '300ETF', '股票代码': '510300', '价格': '3.18', '升跌': '-0.09', '涨跌幅': '-2.60%', '最高': '3.27', '最低': '3.18', '今开': '3.26', '昨收': '3.27', '成交额': '11.82亿', '成交量': '367.25万手', '净值': '3.2038', '折价率': '-0.62'}
{'股票名称': '380ETF', '股票代码': '510290', '价格': '1.18', '升跌': '-0.05', '涨跌幅': '-3.74%', '最高': '1.21', '最低': '1.18', '今开': '1.21', '昨收': '1.23', '成交额': '77.81万', '成交量': '6519手', '净值': '1.1822', '折价率': '0.07'}
{'股票名称': 'HS300ETF', '股票代码': '510310', '价格': '1.38', '升跌': '-0.02', '涨跌幅': '-1.43%', '最高': '1.40', '最低': '1.36', '今开': '1.40', '昨收': '1.40', '成交额': '1586.00万', '成交量': '11.53万手', '净值': '1.3652', '折价率': '0.79'}
{'股票名称': '广发300', '股票代码': '510360', '价格': '1.01', '升跌': '-0.02', '涨跌幅': '-2.23%', '最高': '1.03', '最低': '1.01', '今开': '1.03', '昨收': '1.03', '成交额': '1044.26万', '成交量': '10.25万手', '净值': '1.0113', '折价率': '-0.13'}
{'股票名称': '华夏300', '股票代码': '510330', '价格': '3.31', '升跌': '-0.07', '涨跌幅': '-2.19%', '最高': '3.38', '最低': '3.30', '今开': '3.38', '昨收': '3.38', '成交额': '8833.96万', '成交量': '26.50万手', '净值': '3.3079', '折价率': '0.00'}
{'股票名称': '新兴ETF', '股票代码': '510260', '价格': '0.94', '升跌': '-0.03', '涨跌幅': '-2.79%', '最高': '1.00', '最低': '0.94', '今开': '0.95', '昨收': '0.97', '成交额': '2.34万', '成交量': '245手', '净值': '0.9500', '折价率': '-1.05'}
{'股票名称': '180EWETF', '股票代码': '510420', '价格': '1.13', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '1.13', '成交额': '--', '成交量': '--', '净值': '1.1580', '折价率': '-2.42'}
{'股票名称': '资源ETF', '股票代码': '510410', '价格': '0.59', '升跌': '-0.02', '涨跌幅': '-2.64%', '最高': '0.61', '最低': '0.59', '今开': '0.60', '昨收': '0.61', '成交额': '24.80万', '成交量': '4140手', '净值': '0.5862', '折价率': '0.48'}
{'股票名称': '平安300', '股票代码': '510390', '价格': '3.20', '升跌': '-0.07', '涨跌幅': '-2.11%', '最高': '3.27', '最低': '3.20', '今开': '3.27', '昨收': '3.27', '成交额': '2110.09万', '成交量': '6.54万手', '净值': '3.2018', '折价率': '0.07'}
{'股票名称': '180高ETF', '股票代码': '510450', '价格': '1.42', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '1.42', '成交额': '--', '成交量': '--', '净值': '1.4279', '折价率': '-0.76'}
{'股票名称': '成长ETF', '股票代码': '510280', '价格': '1.54', '升跌': '-0.01', '涨跌幅': '-0.64%', '最高': '1.55', '最低': '1.50', '今开': '1.53', '昨收': '1.55', '成交额': '2.95万', '成交量': '194手', '净值': '1.5220', '折价率': '1.45'}
{'股票名称': '广发500ETF', '股票代码': '510510', '价格': '1.24', '升跌': '-0.05', '涨跌幅': '-3.87%', '最高': '1.29', '最低': '1.24', '今开': '1.29', '昨收': '1.29', '成交额': '2819.37万', '成交量': '22.47万手', '净值': '1.2418', '折价率': '-0.06'}
{'股票名称': '国寿300', '股票代码': '510380', '价格': '0.81', '升跌': '-0.02', '涨跌幅': '-2.64%', '最高': '0.82', '最低': '0.81', '今开': '0.82', '昨收': '0.83', '成交额': '245', '成交量': '3手', '净值': '0.7976', '折价率': '1.81'}
{'股票名称': '500沪市', '股票代码': '510440', '价格': '1.32', '升跌': '-0.03', '涨跌幅': '-2.15%', '最高': '1.32', '最低': '1.28', '今开': '1.32', '昨收': '1.35', '成交额': '2.29万', '成交量': '176手', '净值': '1.3240', '折价率': '-0.45'}
{'股票名称': '诺安500', '股票代码': '510520', '价格': '1.24', '升跌': '-0.01', '涨跌幅': '-0.72%', '最高': '1.24', '最低': '1.21', '今开': '1.21', '昨收': '1.25', '成交额': '9087', '成交量': '75手', '净值': '1.1431', '折价率': '8.48'}
{'股票名称': '国寿500', '股票代码': '510560', '价格': '0.96', '升跌': '-0.02', '涨跌幅': '-1.75%', '最高': '0.96', '最低': '0.96', '今开': '0.96', '昨收': '0.97', '成交额': '96', '成交量': '1手', '净值': '0.9376', '折价率': '2.07'}
{'股票名称': '平安500', '股票代码': '510590', '价格': '4.46', '升跌': '-0.19', '涨跌幅': '-4.11%', '最高': '4.65', '最低': '4.45', '今开': '4.65', '昨收': '4.65', '成交额': '2552.39万', '成交量': '5.64万手', '净值': '4.4722', '折价率': '-0.27'}
{'股票名称': '沪50ETF', '股票代码': '510600', '价格': '2.40', '升跌': '-0.04', '涨跌幅': '-1.72%', '最高': '2.48', '最低': '2.39', '今开': '2.45', '昨收': '2.44', '成交额': '280.33万', '成交量': '1.16万手', '净值': '2.3934', '折价率': '0.11'}
{'股票名称': '能源行业', '股票代码': '510610', '价格': '0.77', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.77', '成交额': '--', '成交量': '--', '净值': '0.7663', '折价率': '0.09'}
{'股票名称': '金融行业', '股票代码': '510650', '价格': '1.63', '升跌': '-0.02', '涨跌幅': '-1.27%', '最高': '1.66', '最低': '1.63', '今开': '1.65', '昨收': '1.65', '成交额': '84.94万', '成交量': '5139手', '净值': '1.6318', '折价率': '-0.17'}
{'股票名称': 'ZZ500ETF', '股票代码': '510580', '价格': '4.39', '升跌': '-0.10', '涨跌幅': '-2.16%', '最高': '4.50', '最低': '4.37', '今开': '4.45', '昨收': '4.49', '成交额': '7.76万', '成交量': '176手', '净值': '4.3488', '折价率': '1.02'}
{'股票名称': '消费行业', '股票代码': '510630', '价格': '1.87', '升跌': '-0.03', '涨跌幅': '-1.52%', '最高': '1.91', '最低': '1.87', '今开': '1.91', '昨收': '1.90', '成交额': '31.98万', '成交量': '1700手', '净值': '1.8690', '折价率': '0.21'}
{'股票名称': '500ETF', '股票代码': '510500', '价格': '4.65', '升跌': '-0.21', '涨跌幅': '-4.24%', '最高': '4.85', '最低': '4.64', '今开': '4.84', '昨收': '4.85', '成交额': '15.69亿', '成交量': '332.09万手', '净值': '4.6774', '折价率': '-0.65'}
{'股票名称': '万家50', '股票代码': '510680', '价格': '2.04', '升跌': '-0.02', '涨跌幅': '-0.83%', '最高': '2.04', '最低': '2.00', '今开': '2.00', '昨收': '2.06', '成交额': '6213', '成交量': '31手', '净值': '2.0216', '折价率': '1.01'}
{'股票名称': '上证50', '股票代码': '510800', '价格': '0.85', '升跌': '-0.01', '涨跌幅': '-1.40%', '最高': '0.86', '最低': '0.85', '今开': '0.86', '昨收': '0.86', '成交额': '371.76万', '成交量': '4.38万手', '净值': '0.8443', '折价率': '0.20'}
{'股票名称': '博时50ETF', '股票代码': '510710', '价格': '2.63', '升跌': '-0.02', '涨跌幅': '-0.68%', '最高': '2.68', '最低': '2.62', '今开': '2.68', '昨收': '2.65', '成交额': '337.32万', '成交量': '1.28万手', '净值': '2.6081', '折价率': '0.80'}
{'股票名称': '红利ETF', '股票代码': '510880', '价格': '2.58', '升跌': '-0.04', '涨跌幅': '-1.72%', '最高': '2.62', '最低': '2.57', '今开': '2.62', '昨收': '2.62', '成交额': '4007.63万', '成交量': '15.49万手', '净值': '2.5723', '折价率': '0.10'}
{'股票名称': 'H股ETF', '股票代码': '510900', '价格': '1.14', '升跌': '-0.01', '涨跌幅': '-0.52%', '最高': '1.15', '最低': '1.14', '今开': '1.15', '昨收': '1.15', '成交额': '11.59亿', '成交量': '1014.16万手', '净值': '1.1492', '折价率': '-0.63'}
{'股票名称': '国债ETF', '股票代码': '511010', '价格': '114.69', '升跌': '-0.57', '涨跌幅': '-0.49%', '最高': '115.30', '最低': '114.66', '今开': '115.26', '昨收': '115.26', '成交额': '1.82亿', '成交量': '1.59万手', '净值': '115.2220', '折价率': '-0.46'}
{'股票名称': '上海国企', '股票代码': '510810', '价格': '0.81', '升跌': '-0.02', '涨跌幅': '-2.54%', '最高': '0.83', '最低': '0.80', '今开': '0.82', '昨收': '0.83', '成交额': '38.79万', '成交量': '4803手', '净值': '0.7990', '折价率': '1.00'}
{'股票名称': '百强ETF', '股票代码': '510700', '价格': '2.42', '升跌': '--', '涨跌幅': '0.00%', '最高': '--', '最低': '--', '今开': '--', '昨收': '2.42', '成交额': '--', '成交量': '--', '净值': '2.5920', '折价率': '-6.79'}
{'股票名称': '医药行业', '股票代码': '510660', '价格': '1.62', '升跌': '-0.03', '涨跌幅': '-1.58%', '最高': '1.65', '最低': '1.61', '今开': '1.65', '昨收': '1.65', '成交额': '70.74万', '成交量': '4348手', '净值': '1.6052', '折价率': '1.17'}
{'股票名称': '周期债', '股票代码': '511230', '价格': '96.00', '升跌': '--', '涨跌幅': '0.00%', '最高': '96.00', '最低': '96.00', '今开': '96.00', '昨收': '96.00', '成交额': '275.22万', '成交量': '286手', '净值': '102.2252', '折价率': '-6.09'}
{'股票名称': '城投ETF', '股票代码': '511220', '价格': '94.40', '升跌': '0.00', '涨跌幅': '0.00%', '最高': '94.40', '最低': '94.38', '今开': '94.39', '昨收': '94.39', '成交额': '129.32万', '成交量': '137手', '净值': '95.9290', '折价率': '-1.60'}
{'股票名称': '十年国债', '股票代码': '511260', '价格': '104.68', '升跌': '+0.01', '涨跌幅': '+0.01%', '最高': '104.77', '最低': '104.50', '今开': '104.77', '昨收': '104.67', '成交额': '1.71亿', '成交量': '1.63万手', '净值': '104.5740', '折价率': '0.11'}
{'股票名称': '10年地债', '股票代码': '511270', '价格': '101.50', '升跌': '-0.02', '涨跌幅': '-0.02%', '最高': '101.52', '最低': '101.43', '今开': '101.51', '昨收': '101.52', '成交额': '8770.82万', '成交量': '8641手', '净值': '--', '折价率': '--'}
{'股票名称': '中期信用', '股票代码': '511280', '价格': '101.00', '升跌': '--', '涨跌幅': '0.00%', '最高': '101.00', '最低': '101.00', '今开': '101.00', '昨收': '101.00', '成交额': '8.48万', '成交量': '8手', '净值': '104.1472', '折价率': '-3.02'}
